EEID,Full Name,First Name,Last Name,Email,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,Access
E00682,Sofia Fernandez,Sofia ,Fernandez,SFernandez@scorpius.com,Manager,Accounting,Manufacturing,Female,Latino,44,10/17/2005,105223,0.1,United States,Nashville,,Privileged
E00287,Maverick Figueroa,Maverick ,Figueroa,MFigueroa@scorpius.com,IT Systems Architect,IT,Corporate,Male,Latino,48,7/6/2008,94815,0,United States,Nashville,,Privileged
E04598,Violet Garcia,Violet ,Garcia,VGarcia@scorpius.com,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,1/10/2017,80622,0,United States,Nashville,,Standard
E03247,Aaliyah Mai,Aaliyah ,Mai,AMai@scorpius.com,Vice President,IT,Speciality Products,Female,Asian,57,11/11/2016,246589,0.33,United States,Nashville,3/26/2017,Privileged
E00156,Madelyn Scott,Madelyn ,Scott,MScott@scorpius.com,Sr. Manger,IT,Research & Development,Female,Caucasian,46,1/9/2002,148035,0.14,United States,Nashville,,Privileged
E03349,Dylan Chin,Dylan ,Chin,DChin@scorpius.com,Director,Finance,Corporate,Male,Asian,60,6/5/2017,158898,0.18,United States,Nashville,,Privileged
E00005,Riley Washington,Riley ,Washington,RWashington@scorpius.com,Director,Sales,Speciality Products,Female,Caucasian,39,4/29/2007,171487,0.23,United States,Nashville,,Privileged
E04354,Raelynn Rios,Raelynn ,Rios,RRios@scorpius.com,Vice President,Sales,Manufacturing,Female,Latino,43,8/21/2016,258498,0.35,United States,Nashville,,Privileged
E01578,Anthony Hong,Anthony ,Hong,AHong@scorpius.com,Sr. Manger,IT,Research & Development,Male,Asian,37,11/29/2010,146961,0.11,United States,Nashville,,Privileged
E03058,Robert Wright,Robert ,Wright,RWright@scorpius.com,Technical Architect,IT,Manufacturing,Male,Caucasian,30,6/14/2015,67489,0,United States,Nashville,,Privileged
E04762,Audrey Richardson,Audrey ,Richardson,ARichardson@scorpius.com,Director,IT,Manufacturing,Female,Caucasian,46,10/6/2018,166259,0.17,United States,Nashville,,Privileged
E01148,Scarlett Kumar,Scarlett ,Kumar,SKumar@scorpius.com,Systems Analyst,IT,Corporate,Female,Asian,55,1/7/2009,47032,0,United States,Nashville,,Privileged
E03094,Wesley Young,Wesley ,Young,WYoung@scorpius.com,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,9/18/2016,98427,0,United States,Nashville,,Standard
E04398,Oliver Yang,Oliver ,Yang,OYang@scorpius.com,Director,Marketing,Speciality Products,Male,Asian,31,6/10/2019,176710,0.15,United States,Nashville,,Privileged
E03545,Sofia Cheng,Sofia ,Cheng,SCheng@scorpius.com,Vice President,Accounting,Corporate,Female,Asian,63,7/26/2020,216195,0.31,United States,Nashville,,Privileged
E04105,Theodore Dinh,Theodore ,Dinh,TDinh@scorpius.com,Technical Architect,IT,Manufacturing,Male,Asian,59,11/29/1997,99975,0,China,Shanghai,,Privileged
E00644,Joshua Gupta,Joshua ,Gupta,JGupta@scorpius.com,Account Representative,Sales,Corporate,Male,Asian,57,1/24/2017,50994,0,China,Shanghai,,Standard
E04239,Everleigh Ng,Everleigh ,Ng,ENg@scorpius.com,Sr. Manger,Finance,Research & Development,Female,Asian,51,6/10/2021,146742,0.1,China,Shanghai,,Standard
E04625,Adam Dang,Adam ,Dang,ADang@scorpius.com,Director,Sales,Research & Development,Male,Asian,45,7/9/2002,166331,0.18,China,Shanghai,,Privileged
E02071,Mateo Her,Mateo ,Her,MHer@scorpius.com,Vice President,Sales,Speciality Products,Male,Asian,44,3/2/2014,207172,0.31,China,Shanghai,,Privileged
E03343,Carson Lu,Carson ,Lu,CLu@scorpius.com,Engineering Manager,Engineering,Speciality Products,Male,Asian,64,12/4/1996,99354,0.12,China,Shanghai,,Standard
E00304,Dylan Choi,Dylan ,Choi,DChoi@scorpius.com,Vice President,IT,Corporate,Male,Asian,63,5/11/2012,231141,0.34,China,Shanghai,,Privileged
E03549,Mateo Vu,Mateo ,Vu,MVu@scorpius.com,Account Representative,Sales,Speciality Products,Male,Asian,30,9/29/2016,59100,0,China,Shanghai,,Standard
E04152,Adeline Huang,Adeline ,Huang,AHuang@scorpius.com,Controls Engineer,Engineering,Manufacturing,Female,Asian,34,12/16/2019,99989,0,China,Shanghai,,Standard
E01754,Owen Lam,Owen ,Lam,OLam@scorpius.com,Sr. Business Partner,Human Resources,Speciality Products,Male,Asian,30,5/29/2017,86317,0,China,Shanghai,7/16/2017,Standard
E04600,William Vu,William ,Vu,WVu@scorpius.com,Account Representative,Sales,Speciality Products,Male,Asian,37,11/14/2013,56037,0,China,Shanghai,,Standard
E02862,Peyton Huang,Peyton ,Huang,PHuang@scorpius.com,Sr. Manger,IT,Manufacturing,Female,Asian,25,7/2/2021,125633,0.11,China,Shanghai,,Privileged
E00716,John Chow,John ,Chow,JChow@scorpius.com,Sr. Manger,Marketing,Research & Development,Male,Asian,45,3/11/2021,135062,0.15,China,Shanghai,,Standard
E04474,Mila Hong,Mila ,Hong,MHong@scorpius.com,Test Engineer,Engineering,Research & Development,Female,Asian,30,5/22/2017,86858,0,China,Shanghai,10/8/2017,Standard
E03417,Benjamin Moua,Benjamin ,Moua,BMoua@scorpius.com,Computer Systems Manager,IT,Manufacturing,Male,Asian,40,7/2/2007,93971,0.08,China,Shanghai,,Privileged
E01516,Willow Mai,Willow ,Mai,WMai@scorpius.com,Business Partner,Human Resources,Manufacturing,Female,Asian,45,12/17/2003,48345,0,China,Shanghai,,Standard
E01234,Jack Cheng,Jack ,Cheng,JCheng@scorpius.com,Director,Human Resources,Manufacturing,Male,Asian,42,1/16/2014,152214,0.3,China,Shanghai,,Privileged
E00440,Jack Huynh,Jack ,Huynh,JHuynh@scorpius.com,Manager,Marketing,Research & Development,Male,Asian,27,9/25/2018,114441,0.1,China,Shanghai,12/22/2019,Privileged
E00595,Everly Chow,Everly ,Chow,EChow@scorpius.com,Sr. Manger,Finance,Speciality Products,Female,Asian,33,4/21/2018,140402,0.15,China,Shanghai,,Standard
E04568,Rylee Yu,Rylee ,Yu,RYu@scorpius.com,Vice President,Finance,Speciality Products,Female,Asian,54,7/10/2011,247022,0.3,China,Shanghai,,Privileged
E00443,Nolan Bui,Nolan ,Bui,NBui@scorpius.com,Computer Systems Manager,IT,Research & Development,Male,Asian,28,5/26/2020,67925,0.08,China,Shanghai,,Privileged
E03816,Leilani Chow,Leilani ,Chow,LChow@scorpius.com,Director,Human Resources,Corporate,Female,Asian,27,2/23/2021,199041,0.16,China,Shanghai,,Privileged
E03047,Gabriella Gupta,Gabriella ,Gupta,GGupta@scorpius.com,Sr. Account Representative,Sales,Corporate,Female,Asian,41,2/15/2005,95372,0,China,Shanghai,,Standard
E04903,Skylar Liu,Skylar ,Liu,SLiu@scorpius.com,Director,IT,Research & Development,Female,Asian,29,8/9/2020,161203,0.15,China,Shanghai,,Privileged
E02872,Liam Jung,Liam ,Jung,LJung@scorpius.com,Manager,Finance,Corporate,Male,Asian,39,1/14/2010,103504,0.07,China,Shanghai,,Privileged
E00013,Elena Vang,Elena ,Vang,EVang@scorpius.com,Analyst,Finance,Corporate,Female,Asian,52,2/19/2019,55859,0,China,Shanghai,,Standard
E04769,Mila Leung,Mila ,Leung,MLeung@scorpius.com,Sr. Analyst,Marketing,Corporate,Female,Asian,39,11/5/2007,99017,0,China,Shanghai,,Standard
E00527,Mateo Chu,Mateo ,Chu,MChu@scorpius.com,Field Engineer,Engineering,Speciality Products,Male,Asian,27,4/16/2020,71864,0,China,Shanghai,,Standard
E01095,Isla Lai,Isla ,Lai,ILai@scorpius.com,Vice President,Finance,Corporate,Female,Asian,37,12/6/2011,225558,0.33,China,Shanghai,,Privileged
E03849,Evelyn Jung,Evelyn ,Jung,EJung@scorpius.com,Analyst,Sales,Research & Development,Female,Asian,30,2/14/2021,48340,0,China,Shanghai,,Standard
E03737,Kennedy Rahman,Kennedy ,Rahman,KRahman@scorpius.com,Vice President,Human Resources,Manufacturing,Female,Asian,49,2/28/2003,211291,0.37,China,Shanghai,,Privileged
E02939,Julian Fong,Julian ,Fong,JFong@scorpius.com,Quality Engineer,Engineering,Speciality Products,Male,Asian,61,11/22/2002,80950,0,China,Shanghai,,Standard
E02706,Nevaeh Kang,Nevaeh ,Kang,NKang@scorpius.com,Automation Engineer,Engineering,Research & Development,Female,Asian,46,1/10/2021,86538,0,China,Shanghai,,Standard
E00130,Paisley Kang,Paisley ,Kang,PKang@scorpius.com,Vice President,Human Resources,Corporate,Female,Asian,61,3/10/2017,196951,0.33,China,Shanghai,,Privileged
E02094,Matthew Gupta,Matthew ,Gupta,MGupta@scorpius.com,Network Engineer,IT,Speciality Products,Male,Asian,45,9/18/2005,67686,0,China,Shanghai,,Privileged
E04682,Colton Thao,Colton ,Thao,CThao@scorpius.com,Manager,Human Resources,Manufacturing,Male,Asian,55,11/16/1995,125936,0.08,China,Shanghai,,Privileged
E01499,Elias Zhang,Elias ,Zhang,EZhang@scorpius.com,Solutions Architect,IT,Research & Development,Male,Asian,54,7/13/2013,83639,0,China,Shanghai,,Privileged
E04449,Miles Hsu,Miles ,Hsu,MHsu@scorpius.com,Analyst II,Finance,Research & Development,Male,Asian,55,3/16/2014,74552,0,China,Shanghai,,Standard
E02283,Jaxon Park,Jaxon ,Park,JPark@scorpius.com,Network Architect,IT,Manufacturing,Male,Asian,33,7/24/2020,69453,0,China,Shanghai,,Privileged
E03394,Joseph Ly,Joseph ,Ly,JLy@scorpius.com,Vice President,Marketing,Speciality Products,Male,Asian,40,2/28/2009,242919,0.31,China,Shanghai,,Privileged
E04618,Mason Zhao,Mason ,Zhao,MZhao@scorpius.com,Technical Architect,IT,Research & Development,Male,Asian,46,10/26/2021,94790,0,China,Shanghai,,Privileged
E01546,Maria Hong,Maria ,Hong,MHong@scorpius.com,Vice President,Finance,Speciality Products,Female,Asian,43,7/31/2005,249686,0.31,China,Shanghai,,Privileged
E01631,Leilani Yee,Leilani ,Yee,LYee@scorpius.com,Sr. Analyst,Marketing,Speciality Products,Female,Asian,47,7/12/2017,70996,0,China,Shanghai,,Standard
E03269,Charlotte Chu,Charlotte ,Chu,CChu@scorpius.com,Network Engineer,IT,Manufacturing,Female,Asian,50,1/23/2001,97537,0,China,Shanghai,,Privileged
E01037,Jeremiah Chu,Jeremiah ,Chu,JChu@scorpius.com,IT Systems Architect,IT,Research & Development,Male,Asian,31,9/12/2020,96567,0,China,Shanghai,,Privileged
E00671,Miles Cho,Miles ,Cho,MCho@scorpius.com,Systems Analyst,IT,Speciality Products,Male,Asian,47,3/10/1999,49404,0,China,Shanghai,,Privileged
E03560,Ayla Ng,Ayla ,Ng,ANg@scorpius.com,Account Representative,Sales,Manufacturing,Female,Asian,46,3/20/2004,73004,0,China,Shanghai,,Standard
E00769,Jose Kang,Jose ,Kang,JKang@scorpius.com,Engineering Manager,Engineering,Corporate,Male,Asian,57,4/25/1999,95061,0.1,China,Shanghai,,Standard
E01002,Elias Ali,Elias ,Ali,EAli@scorpius.com,Manager,Sales,Corporate,Male,Asian,28,3/19/2021,127543,0.06,China,Shanghai,,Privileged
E00752,Luna Liu,Luna ,Liu,LLiu@scorpius.com,Vice President,Sales,Manufacturing,Female,Asian,36,2/22/2014,218530,0.3,China,Shanghai,,Privileged
E02761,Luca Duong,Luca ,Duong,LDuong@scorpius.com,Manager,Human Resources,Research & Development,Male,Asian,48,6/30/2004,120660,0.07,China,Shanghai,,Privileged
E01986,Wesley Sharma,Wesley ,Sharma,WSharma@scorpius.com,Manager,IT,Corporate,Male,Asian,51,2/23/1994,122802,0.05,China,Shanghai,,Privileged
E01484,Anna Zhu,Anna ,Zhu,AZhu@scorpius.com,Service Desk Analyst,IT,Manufacturing,Female,Asian,48,8/22/2003,82017,0,China,Shanghai,,Privileged
E04802,Lucy Fong,Lucy ,Fong,LFong@scorpius.com,Sr. Account Representative,Sales,Corporate,Female,Asian,40,1/20/2011,96719,0,China,Shanghai,,Standard
E03252,James Bui,James ,Bui,JBui@scorpius.com,Manager,Finance,Manufacturing,Male,Asian,64,7/20/1998,122753,0.09,China,Shanghai,,Privileged
E03547,Owen Han,Owen ,Han,OHan@scorpius.com,Analyst,Accounting,Corporate,Male,Asian,28,5/12/2017,52069,0,China,Shanghai,,Standard
E01687,Luke Mai,Luke ,Mai,LMai@scorpius.com,HRIS Analyst,Human Resources,Research & Development,Male,Asian,41,10/24/2007,51630,0,China,Shanghai,,Standard
E04890,Eleanor Chan,Eleanor ,Chan,EChan@scorpius.com,Sr. Manger,Accounting,Manufacturing,Female,Asian,49,4/2/2001,129124,0.12,China,Shanghai,,Standard
E04112,Axel Chu,Axel ,Chu,AChu@scorpius.com,Systems Analyst,IT,Research & Development,Male,Asian,43,5/4/2018,59888,0,China,Shanghai,,Privileged
E01403,Xavier Park,Xavier ,Park,XPark@scorpius.com,Vice President,IT,Research & Development,Male,Asian,40,11/8/2020,234469,0.31,China,Shanghai,,Privileged
E04136,Mason Cao,Mason ,Cao,MCao@scorpius.com,Analyst II,Finance,Corporate,Male,Asian,52,9/14/2017,74449,0,China,Shanghai,,Standard
E02944,Joshua Fong,Joshua ,Fong,JFong@scorpius.com,Vice President,Engineering,Speciality Products,Male,Asian,47,6/11/2012,222941,0.39,China,Shanghai,,Privileged
E03300,Maria Chin,Maria ,Chin,MChin@scorpius.com,Analyst,Marketing,Manufacturing,Female,Asian,65,9/26/2013,50341,0,China,Shanghai,,Standard
E02252,Lillian Park,Lillian ,Park,LPark@scorpius.com,Analyst,Marketing,Research & Development,Female,Asian,40,2/24/2021,46833,0,China,Shanghai,11/10/2021,Standard
E03096,Kennedy Zhang,Kennedy ,Zhang,KZhang@scorpius.com,Director,Finance,Research & Development,Female,Asian,63,10/27/2000,155320,0.17,China,Shanghai,,Privileged
E04800,Eli Han,Eli ,Han,EHan@scorpius.com,Sr. Analyst,Accounting,Manufacturing,Male,Asian,40,1/15/2016,89984,0,China,Shanghai,,Standard
E02838,Julia Pham,Julia ,Pham,JPham@scorpius.com,Engineering Manager,Engineering,Speciality Products,Female,Asian,65,3/16/2006,83756,0.14,China,Shanghai,,Standard
E02980,Hailey Shin,Hailey ,Shin,HShin@scorpius.com,Director,Human Resources,Corporate,Female,Asian,57,10/24/2016,176324,0.23,China,Shanghai,,Privileged
E01638,Maria He,Maria ,He,MHe@scorpius.com,IT Systems Architect,IT,Corporate,Female,Asian,45,8/28/2010,82162,0,China,Shanghai,10/3/2020,Privileged
E03419,Jade Yi,Jade ,Yi,JYi@scorpius.com,Account Representative,Sales,Speciality Products,Female,Asian,47,7/10/2015,63880,0,China,Shanghai,,Standard
E02038,Ellie Chung,Ellie ,Chung,EChung@scorpius.com,Sr. Manger,Marketing,Corporate,Female,Asian,59,8/29/2008,157969,0.1,China,Shanghai,,Standard
E01116,Jaxon Tran,Jaxon ,Tran,JTran@scorpius.com,Sr. Manger,Sales,Manufacturing,Male,Asian,45,9/7/2007,151027,0.1,China,Shanghai,,Standard
E00365,Jonathan Patel,Jonathan ,Patel,JPatel@scorpius.com,Manager,Marketing,Corporate,Male,Asian,28,2/2/2020,115417,0.06,China,Shanghai,,Privileged
E04567,Madeline Hoang,Madeline ,Hoang,MHoang@scorpius.com,Systems Analyst,IT,Research & Development,Female,Asian,28,10/25/2019,50111,0,China,Shanghai,,Privileged
E03167,Luke Zheng,Luke ,Zheng,LZheng@scorpius.com,Director,Human Resources,Speciality Products,Male,Asian,39,11/28/2006,161690,0.29,China,Shanghai,,Privileged
E03347,Rylee Dinh,Rylee ,Dinh,RDinh@scorpius.com,Development Engineer,Engineering,Speciality Products,Female,Asian,35,2/10/2017,60132,0,China,Shanghai,,Standard
E04816,Jace Zhang,Jace ,Zhang,JZhang@scorpius.com,Service Desk Analyst,IT,Speciality Products,Male,Asian,31,2/14/2017,95963,0,China,Shanghai,,Privileged
E00432,Eli Gupta,Eli ,Gupta,EGupta@scorpius.com,Director,Human Resources,Research & Development,Male,Asian,37,5/19/2012,160280,0.19,China,Shanghai,,Privileged
E02770,Liliana Do,Liliana ,Do,LDo@scorpius.com,Service Desk Analyst,IT,Manufacturing,Female,Asian,30,3/29/2019,86774,0,China,Shanghai,,Privileged
E01977,Raelynn Gupta,Raelynn ,Gupta,RGupta@scorpius.com,Sr. Manger,Finance,Corporate,Female,Asian,48,9/10/2001,125730,0.11,China,Shanghai,,Standard
E00207,Hailey Lai,Hailey ,Lai,HLai@scorpius.com,Vice President,Human Resources,Manufacturing,Female,Asian,52,7/23/2012,187048,0.32,China,Shanghai,,Privileged
E02652,Nathan Sun,Nathan ,Sun,NSun@scorpius.com,Manager,Accounting,Speciality Products,Male,Asian,63,7/29/2015,103724,0.05,China,Shanghai,,Privileged
E02971,Mia Wu,Mia ,Wu,MWu@scorpius.com,Enterprise Architect,IT,Corporate,Female,Asian,45,8/25/2013,99169,0,China,Shanghai,,Privileged
E03327,Julia Luong,Julia ,Luong,JLuong@scorpius.com,Sr. Manger,Accounting,Research & Development,Female,Asian,55,6/20/2006,142628,0.12,China,Shanghai,,Standard
E03854,Camila Li,Camila ,Li,CLi@scorpius.com,Sr. Manger,IT,Research & Development,Female,Asian,60,7/24/2010,126911,0.1,China,Shanghai,,Privileged
E04729,Ezekiel Fong,Ezekiel ,Fong,EFong@scorpius.com,Vice President,Sales,Research & Development,Male,Asian,56,2/25/2004,216949,0.32,China,Shanghai,,Privileged
E00181,Genesis Hu,Genesis ,Hu,GHu@scorpius.com,Sr. Analyst,Marketing,Corporate,Female,Asian,46,1/15/2002,86510,0,China,Shanghai,1/2/2003,Standard
E03090,Penelope Choi,Penelope ,Choi,PChoi@scorpius.com,Technical Architect,IT,Speciality Products,Female,Asian,49,9/10/2010,72826,0,China,Shanghai,,Privileged
E00500,Henry Shah,Henry ,Shah,HShah@scorpius.com,Director,Accounting,Manufacturing,Male,Asian,55,6/11/2010,187389,0.25,China,Shanghai,,Privileged
E02728,Thomas Chang,Thomas ,Chang,TChang@scorpius.com,Sr. Analyst,Accounting,Research & Development,Male,Asian,34,7/26/2011,97231,0,China,Shanghai,,Standard
E01014,Lucas Phan,Lucas ,Phan,LPhan@scorpius.com,Director,Marketing,Research & Development,Male,Asian,49,2/19/1999,191807,0.21,China,Shanghai,,Privileged
E04529,Gabriel Yu,Gabriel ,Yu,GYu@scorpius.com,Technical Architect,IT,Speciality Products,Male,Asian,42,6/23/2014,64677,0,China,Shanghai,,Privileged
E00632,Angel Chang,Angel ,Chang,AChang@scorpius.com,Network Architect,IT,Research & Development,Male,Asian,37,7/6/2017,96331,0,China,Shanghai,,Privileged
E03429,Ian Wu,Ian ,Wu,IWu@scorpius.com,Sr. Analyst,Marketing,Manufacturing,Male,Asian,51,4/14/2012,82300,0,China,Shanghai,,Standard
E04962,Elena Tan,Elena ,Tan,ETan@scorpius.com,Vice President,Engineering,Manufacturing,Female,Asian,50,10/13/2008,181801,0.4,China,Shanghai,12/11/2019,Privileged
E03893,Alice Xiong,Alice ,Xiong,AXiong@scorpius.com,Vice President,Engineering,Manufacturing,Female,Asian,55,9/2/2018,221465,0.34,China,Shanghai,,Privileged
E03277,Caroline Hu,Caroline ,Hu,CHu@scorpius.com,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,8/18/2019,126353,0.12,China,Shanghai,,Standard
E04194,Madison Kumar,Madison ,Kumar,MKumar@scorpius.com,Director,Accounting,Speciality Products,Female,Asian,55,10/17/2010,188727,0.23,China,Shanghai,,Privileged
E04041,Clara Huynh,Clara ,Huynh,CHuynh@scorpius.com,IT Coordinator,IT,Speciality Products,Female,Asian,39,11/18/2020,48415,0,China,Shanghai,,Privileged
E01052,Jaxson Dinh,Jaxson ,Dinh,JDinh@scorpius.com,Sr. Manger,Marketing,Research & Development,Male,Asian,45,5/3/2001,147752,0.12,China,Shanghai,12/26/2011,Standard
E04165,Sophie Vang,Sophie ,Vang,SVang@scorpius.com,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,9/14/2021,136810,0.14,China,Shanghai,,Standard
E00650,Emery Chang,Emery ,Chang,EChang@scorpius.com,Business Partner,Human Resources,Research & Development,Female,Asian,45,8/17/2000,55563,0,China,Shanghai,,Standard
E00344,Savannah He,Savannah ,He,SHe@scorpius.com,Director,IT,Research & Development,Female,Asian,52,2/14/1996,159724,0.23,China,Shanghai,,Privileged
E00965,Jacob Khan,Jacob ,Khan,JKhan@scorpius.com,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,2/9/2008,84193,0.09,China,Shanghai,,Privileged
E03058,Angel Xiong,Angel ,Xiong,AXiong@scorpius.com,Vice President,IT,Research & Development,Male,Asian,35,6/11/2015,234723,0.36,China,Shanghai,,Privileged
E02337,Emma Cao,Emma ,Cao,ECao@scorpius.com,Analyst,Accounting,Corporate,Female,Asian,27,8/24/2019,50809,0,China,Shanghai,,Standard
E04538,Adeline Yang,Adeline ,Yang,AYang@scorpius.com,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,7/20/2011,86173,0,China,Shanghai,,Privileged
E00758,Jonathan Khan,Jonathan ,Khan,JKhan@scorpius.com,Account Representative,Sales,Manufacturing,Male,Asian,35,8/30/2013,59646,0,China,Shanghai,,Standard
E03750,Elias Dang,Elias ,Dang,EDang@scorpius.com,Director,Engineering,Speciality Products,Male,Asian,64,8/29/1995,158787,0.18,China,Shanghai,,Privileged
E00144,Theodore Ngo,Theodore ,Ngo,TNgo@scorpius.com,Controls Engineer,Engineering,Research & Development,Male,Asian,55,4/29/2018,83378,0,China,Shanghai,,Standard
E03901,Luca Truong,Luca ,Truong,LTruong@scorpius.com,Director,Marketing,Corporate,Male,Asian,45,12/11/2004,168846,0.24,China,Shanghai,,Privileged
E03849,Harper Chin,Harper ,Chin,HChin@scorpius.com,Quality Engineer,Engineering,Manufacturing,Female,Asian,50,7/9/2002,92209,0,China,Shanghai,,Standard
E04784,Joshua Lin,Joshua ,Lin,JLin@scorpius.com,Technical Architect,IT,Research & Development,Male,Asian,37,2/5/2016,80055,0,China,Shanghai,,Privileged
E02185,Aubrey Yoon,Aubrey ,Yoon,AYoon@scorpius.com,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,60,11/11/2005,78388,0,China,Shanghai,,Standard
E03807,Noah Chen,Noah ,Chen,NChen@scorpius.com,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,3/1/2015,148321,0.15,China,Shanghai,,Standard
E00784,Ella Nguyen,Ella ,Nguyen,ENguyen@scorpius.com,Service Desk Analyst,IT,Corporate,Female,Asian,60,2/10/2004,90258,0,China,Shanghai,,Privileged
E00325,Jameson Chen,Jameson ,Chen,JChen@scorpius.com,Vice President,Marketing,Research & Development,Male,Asian,39,12/5/2019,254057,0.39,China,Shanghai,,Privileged
E01870,Carson Chau,Carson ,Chau,CChau@scorpius.com,Director,Finance,Corporate,Male,Asian,58,10/12/2007,162038,0.24,China,Shanghai,,Privileged
E02313,Jeremiah Lu,Jeremiah ,Lu,JLu@scorpius.com,Network Architect,IT,Manufacturing,Male,Asian,50,3/6/2001,73907,0,China,Shanghai,,Privileged
E00826,Rylee Bui,Rylee ,Bui,RBui@scorpius.com,Analyst,Accounting,Corporate,Female,Asian,55,12/22/2011,54733,0,China,Shanghai,,Standard
E02613,John Jung,John ,Jung,JJung@scorpius.com,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,3/12/2018,73200,0,China,Shanghai,,Standard
E01262,Miles Mehta,Miles ,Mehta,MMehta@scorpius.com,Manager,Finance,Manufacturing,Male,Asian,50,5/19/2018,106437,0.07,China,Shanghai,,Privileged
E02977,Nicholas Song,Nicholas ,Song,NSong@scorpius.com,Analyst II,Marketing,Manufacturing,Male,Asian,52,5/23/1999,68807,0,China,Shanghai,11/30/2015,Standard
E02473,Leonardo Lo,Leonardo ,Lo,LLo@scorpius.com,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,11/15/2021,91782,0,China,Shanghai,,Standard
E02103,Andrew Ma,Andrew ,Ma,AMa@scorpius.com,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,9/24/2017,71755,0,China,Shanghai,,Standard
E04213,Hailey Xi,Hailey ,Xi,HXi@scorpius.com,Manager,Accounting,Corporate,Female,Asian,52,11/19/2021,111006,0.08,China,Shanghai,,Privileged
E04114,Christopher Lim,Christopher ,Lim,CLim@scorpius.com,Director,IT,Research & Development,Male,Asian,55,3/13/2007,184648,0.24,China,Shanghai,,Privileged
E03181,Greyson Dang,Greyson ,Dang,GDang@scorpius.com,Development Engineer,Engineering,Manufacturing,Male,Asian,60,5/11/2009,62239,0,China,Shanghai,,Standard
E04403,Dominic Hu,Dominic ,Hu,DHu@scorpius.com,Manager,Accounting,Speciality Products,Male,Asian,34,2/13/2012,118708,0.07,China,Shanghai,,Privileged
E04487,Audrey Hwang,Audrey ,Hwang,AHwang@scorpius.com,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,6/17/2020,89841,0,China,Shanghai,,Standard
E01371,Dominic Le,Dominic ,Le,DLe@scorpius.com,Vice President,Marketing,Corporate,Male,Asian,41,10/4/2014,257194,0.35,China,Shanghai,,Privileged
E01377,Grayson Luu,Grayson ,Luu,GLuu@scorpius.com,Quality Engineer,Engineering,Research & Development,Male,Asian,55,4/30/2011,89419,0,China,Shanghai,,Standard
E01668,Naomi Xi,Naomi ,Xi,NXi@scorpius.com,Director,Finance,Corporate,Female,Asian,53,2/17/2002,179494,0.2,China,Shanghai,,Privileged
E03402,Isaac Liu,Isaac ,Liu,ILiu@scorpius.com,Field Engineer,Engineering,Manufacturing,Male,Asian,60,10/13/1992,88213,0,China,Shanghai,,Standard
E02534,Leah Khan,Leah ,Khan,LKhan@scorpius.com,Director,Marketing,Corporate,Female,Asian,36,9/13/2010,157070,0.28,China,Shanghai,,Privileged
E03059,Hailey Dang,Hailey ,Dang,HDang@scorpius.com,Manager,Marketing,Manufacturing,Female,Asian,64,9/21/2019,108780,0.06,China,Shanghai,,Privileged
E02477,Amelia Bui,Amelia ,Bui,ABui@scorpius.com,Director,Engineering,Speciality Products,Female,Asian,46,10/21/2020,151853,0.16,China,Shanghai,,Privileged
E00022,Elena Her,Elena ,Her,EHer@scorpius.com,Account Representative,Sales,Manufacturing,Female,Asian,62,9/17/2006,64669,0,China,Shanghai,,Standard
E00555,Christian Ali,Christian ,Ali,CAli@scorpius.com,Analyst II,Marketing,Research & Development,Male,Asian,65,10/17/2001,74631,0,China,Shanghai,,Standard
E03919,Grayson Chan,Grayson ,Chan,GChan@scorpius.com,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,10/20/2011,114250,0.14,China,Shanghai,,Standard
E04087,Adam Kaur,Adam ,Kaur,AKaur@scorpius.com,Manager,IT,Corporate,Male,Asian,60,1/29/2000,109059,0.07,China,Shanghai,,Privileged
E01712,James Singh,James ,Singh,JSingh@scorpius.com,Director,Marketing,Corporate,Male,Asian,45,3/12/2008,186138,0.28,China,Shanghai,,Privileged
E00530,Naomi Chu,Naomi ,Chu,NChu@scorpius.com,Sr. Manger,Sales,Manufacturing,Female,Asian,46,2/29/2004,158897,0.1,China,Shanghai,,Standard
E02492,Sebastian Gupta,Sebastian ,Gupta,SGupta@scorpius.com,Sr. Analyst,Marketing,Corporate,Male,Asian,40,9/22/2014,73779,0,China,Shanghai,5/9/2019,Standard
E01733,Eloise Pham,Eloise ,Pham,EPham@scorpius.com,Manager,Sales,Speciality Products,Female,Asian,45,10/20/2011,123640,0.07,China,Shanghai,,Privileged
E02420,Madison Li,Madison ,Li,MLi@scorpius.com,Director,Marketing,Manufacturing,Female,Asian,35,3/6/2017,171426,0.15,China,Shanghai,9/22/2017,Privileged
